claim_id,student_person_id,student_name,promoter_person_id,teacher_name,claim_type,relationship_label,status,evidence_level,notes
bjj-v_competitors_to_have_come_out_from_the_famous_sazinho_bjj_academy_sas_located_in_fortaleza_brazil_a_black_belt_since_december_daniel_beleza_has_obtained_several_important_titles_such_as_pan_american_champion_and_world_cup_champion_cbjjo_following_a_certain_bjj_black_belt_trend_at_the_turn_of_the_millenium_daniel_beleza_made_the_transition_across_to_the_united_states_to_coach_and_compete_having_settled_in_pennsylvania_daniel_beleza_is_also_from_an_unusual_non_gracie_maeda_being_instead_from_the_line_of_takeo_iano_and-1332,v_competitors_to_have_come_out_from_the_famous_sazinho_bjj_academy_sas_located_in_fortaleza_brazil_a_black_belt_since_december_daniel_beleza_has_obtained_several_important_titles_such_as_pan_american_champion_and_world_cup_champion_cbjjo_following_a_certain_bjj_black_belt_trend_at_the_turn_of_the_millenium_daniel_beleza_made_the_transition_across_to_the_united_states_to_coach_and_compete_having_settled_in_pennsylvania_daniel_beleza_is_also_from_an_unusual_non_gracie_maeda_being_instead_from_the_line_of_takeo_iano_and,"competitors to have come out from the famous “Sazinho” BJJ academy (SAS) located in Fortaleza, Brazil. A black belt since December 2000 Daniel Beleza has obtained several important titles such as Pan American champion and World Cup champion (CBJJO). Following a certain BJJ black belt trend at the turn of the millenium Daniel Beleza made the transition across to the United States to coach and compete, having settled in Pennsylvania. Daniel Beleza is also from an unusual “non-Gracie/Maeda” , being instead from the line of Takeo Iano and",1332,jiu-jitsu,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,"Lineage declarada no perfil: Daniel Beleza is one of the best > Brazilian Jiu Jitsu > competitors to have come out from the famous “Sazinho” BJJ academy (SAS) located in Fortaleza, Brazil. A black belt since December 2000 Daniel Beleza has obtained several important titles such as Pan American champion and World Cup champion (CBJJO). Following a certain BJJ black belt trend at the turn of the millenium Daniel Beleza made the transition across to the United States to coach and compete, having settled in Pennsylvania. Daniel Beleza is also from an unusual “non-Gracie/Maeda” , being instead from the line of Takeo Iano and > Master Francisco Sá"
bjj-2091-v_competitors_to_have_come_out_from_the_famous_sazinho_bjj_academy_sas_located_in_fortaleza_brazil_a_black_belt_since_december_daniel_beleza_has_obtained_several_important_titles_such_as_pan_american_champion_and_world_cup_champion_cbjjo_following_a_certain_bjj_black_belt_trend_at_the_turn_of_the_millenium_daniel_beleza_made_the_transition_across_to_the_united_states_to_coach_and_compete_having_settled_in_pennsylvania_daniel_beleza_is_also_from_an_unusual_non_gracie_maeda_being_instead_from_the_line_of_takeo_iano_and,2091,Francisco Sa,v_competitors_to_have_come_out_from_the_famous_sazinho_bjj_academy_sas_located_in_fortaleza_brazil_a_black_belt_since_december_daniel_beleza_has_obtained_several_important_titles_such_as_pan_american_champion_and_world_cup_champion_cbjjo_following_a_certain_bjj_black_belt_trend_at_the_turn_of_the_millenium_daniel_beleza_made_the_transition_across_to_the_united_states_to_coach_and_compete_having_settled_in_pennsylvania_daniel_beleza_is_also_from_an_unusual_non_gracie_maeda_being_instead_from_the_line_of_takeo_iano_and,"competitors to have come out from the famous “Sazinho” BJJ academy (SAS) located in Fortaleza, Brazil. A black belt since December 2000 Daniel Beleza has obtained several important titles such as Pan American champion and World Cup champion (CBJJO). Following a certain BJJ black belt trend at the turn of the millenium Daniel Beleza made the transition across to the United States to coach and compete, having settled in Pennsylvania. Daniel Beleza is also from an unusual “non-Gracie/Maeda” , being instead from the line of Takeo Iano and",black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,"Lineage declarada no perfil: Daniel Beleza is one of the best > Brazilian Jiu Jitsu > competitors to have come out from the famous “Sazinho” BJJ academy (SAS) located in Fortaleza, Brazil. A black belt since December 2000 Daniel Beleza has obtained several important titles such as Pan American champion and World Cup champion (CBJJO). Following a certain BJJ black belt trend at the turn of the millenium Daniel Beleza made the transition across to the United States to coach and compete, having settled in Pennsylvania. Daniel Beleza is also from an unusual “non-Gracie/Maeda” , being instead from the line of Takeo Iano and > Master Francisco Sá"
bjj-875-419,875,Lucas Leite,419,Leonardo Vieira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Lucas Leite > Daniel Diniz
bjj-12419-875,12419,Daniel Diniz,875,Lucas Leite,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Leonardo Vieira > Lucas Leite > Daniel Diniz
bjj-rodrigo-feijao-78,rodrigo-feijao,Rodrigo Feijão,78,Andre Pederneiras,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > André Pederneiras > Rodrigo Feijão > Daniel Garcia
bjj-v_daniel_garcia-rodrigo-feijao,v_daniel_garcia,Daniel Garcia,rodrigo-feijao,Rodrigo Feijão,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > André Pederneiras > Rodrigo Feijão > Daniel Garcia
bjj-4747-78,4747,Rafael Barros,78,Andre Pederneiras,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Andre Pederneiras > Rafael Fofitio > Gilbert Burns > Michael Musumeci > Daniel Maira
bjj-446-4747,446,Gilbert Burns,4747,Rafael Barros,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Andre Pederneiras > Rafael Fofitio > Gilbert Burns > Michael Musumeci > Daniel Maira
bjj-5447-446,5447,Michael Musumeci,446,Gilbert Burns,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Andre Pederneiras > Rafael Fofitio > Gilbert Burns > Michael Musumeci > Daniel Maira
bjj-v_daniel_maira-5447,v_daniel_maira,Daniel Maira,5447,Michael Musumeci,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Andre Pederneiras > Rafael Fofitio > Gilbert Burns > Michael Musumeci > Daniel Maira
bjj-453-515,453,Daniel Moraes,515,Royler Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Daniel Moraes
bjj-12918-144,12918,Daniel Sathler,144,Andre Galvao,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Daniel Sathler
bjj-994-1886,994,Daniel Otero,1886,Fabricio Martins,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Reyson Gracie > Osvaldo Alves > Fabricio Martins > Daniel Otero
bjj-1145-524,1145,Daniel Valverde,524,Osvaldo Alves,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Daniel Valverde
bjj-745-hist_helio,745,Carlos Machado,hist_helio,Helio Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Machado > Orland Waugh > Danny Alvarez > Danielle Alvarez
bjj-v_orland_waugh-745,v_orland_waugh,Orland Waugh,745,Carlos Machado,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Machado > Orland Waugh > Danny Alvarez > Danielle Alvarez
bjj-6829-v_orland_waugh,6829,Daniel Alvarez,v_orland_waugh,Orland Waugh,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Machado > Orland Waugh > Danny Alvarez > Danielle Alvarez
bjj-7997-6829,7997,Danielle Alvarez,6829,Daniel Alvarez,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Machado > Orland Waugh > Danny Alvarez > Danielle Alvarez
bjj-v_scott_huston-559,v_scott_huston,Scott Huston,559,Rodrigo Medeiros,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie (Senior) > Hélio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Rodrigo Medeiros (Comprido) > Scott Huston > Dan Borovic
bjj-9325-v_scott_huston,9325,Danilo Borovic,v_scott_huston,Scott Huston,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie (Senior) > Hélio Gracie > Rolls Gracie > Romero Cavalcanti (Jacaré) > Rodrigo Medeiros (Comprido) > Scott Huston > Dan Borovic
bjj-8036-78,8036,Danilo Cherman,78,Andre Pederneiras,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > André Pederneiras > Danilo Cherman
bjj-v_luiz_major-4334,v_luiz_major,Luiz Major,4334,Andre da Silva,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Luiz França > Oswaldo Fadda > Sebastião Ricardo > Wendell Alexander > André Marola > Luiz Major > Danilo Moreira
bjj-10953-v_luiz_major,10953,Danilo Moreira,v_luiz_major,Luiz Major,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Luiz França > Oswaldo Fadda > Sebastião Ricardo > Wendell Alexander > André Marola > Luiz Major > Danilo Moreira
bjj-8116-203,8116,Dante Leon,203,Julio Cesar,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Júlio César Pereira > Dante Leon
bjj-1781-297,1781,Ralph Gracie,297,Carlos Gracie Junior,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Ralph Gracie > Dave Camarillo
bjj-816-1781,816,Dave Camarillo,1781,Ralph Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Ralph Gracie > Dave Camarillo
bjj-12275-3416,12275,Davi Cabral,3416,Monir Salomao,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Luis França > Oswaldo Fadda > Monir Salomão > Júlio César > Davi Cabral
bjj-cezar-guimaraes-casquinha-v_walter_guimaraes,cezar-guimaraes-casquinha,Cesar Guimaraes,v_walter_guimaraes,Walter Guimaraes,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Davi Ramos
bjj-1386-cezar-guimaraes-casquinha,1386,Davi Ramos,cezar-guimaraes-casquinha,Cesar Guimaraes,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Davi Ramos
bjj-v_alexandre_carrera-2512,v_alexandre_carrera,Alexandre Carrera (,2512,Cezar Guimarães,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Alexandre Carrera ( > Leonel Menezes) > Davi Vetoraci
bjj-v_leonel_menezes-v_alexandre_carrera,v_leonel_menezes,Leonel Menezes),v_alexandre_carrera,Alexandre Carrera (,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Alexandre Carrera ( > Leonel Menezes) > Davi Vetoraci
bjj-14268-v_leonel_menezes,14268,Davi Vetoraci,v_leonel_menezes,Leonel Menezes),black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > Walter Guimaraes > Cesar Guimaraes > Alexandre Carrera ( > Leonel Menezes) > Davi Vetoraci
bjj-566-2040,566,Joe Moreira,2040,Francisco Mansur,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > Francisco Mansor > Joe Moreira > Ricardo Teixeira > David Avellan
bjj-v_ricardo_teixeira-566,v_ricardo_teixeira,Ricardo Teixeira,566,Joe Moreira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > Francisco Mansor > Joe Moreira > Ricardo Teixeira > David Avellan
bjj-7463-v_ricardo_teixeira,7463,David Avellan,v_ricardo_teixeira,Ricardo Teixeira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > Francisco Mansor > Joe Moreira > Ricardo Teixeira > David Avellan
bjj-v_danny_agemy-481,v_danny_agemy,Danny Agemy,481,Saulo Ribeiro,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > Helio Gracie > Royler Gracie > Saulo Ribeiro > Danny Agemy > David Garmo
bjj-9668-v_danny_agemy,9668,David Garmo,v_danny_agemy,Danny Agemy,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > Helio Gracie > Royler Gracie > Saulo Ribeiro > Danny Agemy > David Garmo
bjj-max-trombini-cia-paulista-1097,max-trombini-cia-paulista,Milton Maximiliano,1097,Waldomiro Perez,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Valdomiro Junior > Milton Maximiliano > Eduardo Santoro > David Raab
bjj-2324-max-trombini-cia-paulista,2324,Eduardo Santoro,max-trombini-cia-paulista,Milton Maximiliano,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Valdomiro Junior > Milton Maximiliano > Eduardo Santoro > David Raab
bjj-v_david_raab-2324,v_david_raab,David Raab,2324,Eduardo Santoro,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Valdomiro Junior > Milton Maximiliano > Eduardo Santoro > David Raab
bjj-1650-338,1650,David Onuma,338,Ricardo Vieira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Ricardo Vieira > David Onuma
bjj-1817-297,1817,Rigan Machado,297,Carlos Gracie Junior,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Rigan Machado > David Meyer
bjj-11262-1817,11262,David Meyer,1817,Rigan Machado,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Rigan Machado > David Meyer
bjj-4965-929,4965,David Terrell,929,Cesar Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Robson Gracie > Cesar Gracie > David Terrell
bjj-7321-84,7321,Darragh OConnaill,84,Alexandre Ribeiro,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Royler Gracie > Saulo Ribeiro > Alexandre Ribeiro > ) Darragh O’Conaill
bjj-2068-67,2068,Fabio Santos,67,Rickson Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Fabio Santos > Jeffrey Higgs > Dean Lister
bjj-v_jeffrey_higgs-2068,v_jeffrey_higgs,Jeffrey Higgs,2068,Fabio Santos,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Fabio Santos > Jeffrey Higgs > Dean Lister
bjj-1369-v_jeffrey_higgs,1369,Dean Lister,v_jeffrey_higgs,Jeffrey Higgs,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Fabio Santos > Jeffrey Higgs > Dean Lister
bjj-6768-297,6768,Adilson Lima,297,Carlos Gracie Junior,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Carlos Gracie Junior > Adilson Lima > Delson Heleno
bjj-1820-6768,1820,Delson Heleno,6768,Adilson Lima,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Carlos Gracie Junior > Adilson Lima > Delson Heleno
bjj-112-322,112,Demian Maia,322,Fabio Gurgel,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > Rolls Gracie > Romero Cavalcanti > Fabio Gurgel > Demian Maia
bjj-244-203,244,Denilson Pimenta,203,Julio Cesar,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Luis França > Oswaldo Fadda > Monir Salomão > Julio Cesar Pereira > Denilson Pimenta
bjj-1550-553,1550,Dennis Asche,553,Roberto Correa,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie Sr. > Carlos Gracie Junior > Roberto Correa > Dennis Asche
bjj-778-2040,778,Denys Darzi,2040,Francisco Mansur,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Francisco Mansor > Denys Darzi
bjj-9157-484,9157,Devhonte Johnson,484,Murilo Santana,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Mario Yamasaki > Murilo Santana > Devhonte M. Johnson
bjj-14038-963,14038,Diana Teixeira,963,Carlos Vieira Holanda,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Reyson Gracie > Osvaldo Alves > Faustino Neto (Pina) > Carlos Holanda > Diana Teixeira
bjj-9864-2583,9864,Diego Bispo,2583,Alan Moraes,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Carlson Gracie Júnior > Alan Moraes > Diego Bispo
bjj-7831-1633,7831,Diego Dias Ramalho,1633,Jose Olimpio,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > José Olimpio > Diego Ramalho
bjj-10840-1155,10840,Diego Oliveira,1155,Cicero Costha,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Marcelo Behring > Waldomiro Perez > Roberto Godoi > Marco Barbosa > Cicero Costha > Diego Oliveira
bjj-11963-6756,11963,Diego Sodre,6756,Rodrigo Silva,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlson Gracie > André Pederneiras > Rodrigo Feijão > Diego Sodré
bjj-luiz-guilherme-guigo-5869,luiz-guilherme-guigo,Luis Guilherme,5869,Jorge Pereira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Helio G. > Rickson G. > Jorge Pereira > Luis Guilherme > Diego Vivaldo
bjj-8334-luiz-guilherme-guigo,8334,Diego Vivaldo,luiz-guilherme-guigo,Luis Guilherme,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > Carlos Gracie > Helio G. > Rickson G. > Jorge Pereira > Luis Guilherme > Diego Vivaldo
bjj-16-322,16,Marcelo Garcia,322,Fabio Gurgel,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Fabio Gurgel > Marcelo Garcia > Dillon Danis
bjj-5258-16,5258,Dillon Danis,16,Marcelo Garcia,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Fabio Gurgel > Marcelo Garcia > Dillon Danis
bjj-505-297,505,Roger Gracie,297,Carlos Gracie Junior,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Roger Gracie > Nick Brooks > Robert Graalfs
bjj-v_nick_brooks-505,v_nick_brooks,Nick Brooks,505,Roger Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Roger Gracie > Nick Brooks > Robert Graalfs
bjj-v_robert_graalfs-v_nick_brooks,v_robert_graalfs,Robert Graalfs,v_nick_brooks,Nick Brooks,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Junior > Roger Gracie > Nick Brooks > Robert Graalfs
bjj-1003-188,1003,Diogo Sampaio Araujo,188,Augusto Mendes,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Francisco Mansor > Augusto Mendes > Diogo Araujo
bjj-v_ronnie_melo-2606,v_ronnie_melo,Ronnie Melo,2606,Augusto Monteiro,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Royler Gracie > Rolker Gracie > Augusto Monteiro > Ronnie Melo > Melquisedeque Galvão > Diogo Reis
bjj-10088-v_ronnie_melo,10088,Melqui Galvao,v_ronnie_melo,Ronnie Melo,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Royler Gracie > Rolker Gracie > Augusto Monteiro > Ronnie Melo > Melquisedeque Galvão > Diogo Reis
bjj-11823-10088,11823,Diogo Reis,10088,Melqui Galvao,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Royler Gracie > Rolker Gracie > Augusto Monteiro > Ronnie Melo > Melquisedeque Galvão > Diogo Reis
bjj-2226-1307,2226,DeAlonzio Jackson,1307,Lloyd Irvin,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Rickson Gracie > Jorge Pereira > Leonardo Dalla > Lloyd Irvin > DJ Jackson
bjj-v_luiz_palhares-67,v_luiz_palhares,Luiz Palhares,67,Rickson Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > Helio Gracie > Rickson Gracie > Luiz Palhares > Nestor Bayot > Deandre Corbe
bjj-v_nestor_bayot-v_luiz_palhares,v_nestor_bayot,Nestor Bayot,v_luiz_palhares,Luiz Palhares,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > Helio Gracie > Rickson Gracie > Luiz Palhares > Nestor Bayot > Deandre Corbe
bjj-9934-v_nestor_bayot,9934,Deandre Corbe,v_nestor_bayot,Nestor Bayot,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > Helio Gracie > Rickson Gracie > Luiz Palhares > Nestor Bayot > Deandre Corbe
bjj-9321-144,9321,Dominique Bell,144,Andre Galvao,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: C. Gracie > R. Gracie > Osvaldo Alves > Luis Dagmar > André Galvão > Dominique Bell
bjj-5229-16,5229,Dominika Obelenyte,16,Marcelo Garcia,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rolls Gracie > Romero Cavalcanti > Fabio Gurgel > Marcelo Garcia > Dominyka Obelenyte
bjj-8128-1307,8128,Donald Achnick,1307,Lloyd Irvin,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: M. Maeda > C. Gracie > H. Gracie > R. Gracie > Jorge Pereira > Leo Dalla > Lloyd Irvin > Donald Achnick
bjj-623-52,623,John Danaher,52,Renzo Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Renzo Gracie > John Danaher > Dorian Olivarez
bjj-13729-623,13729,Dorian Olivarez,623,John Danaher,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Carlos Gracie > Helio Gracie > Carlos Gracie Jr > Renzo Gracie > John Danaher > Dorian Olivarez
bjj-10000-623,10000,Doug Pelinkovic,623,John Danaher,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > C. Gracie > H. Gracie > C. Gracie Jr > Renzo Gracie > John Danaher > Doug Pelinkovic
bjj-v_marcus_silveira-22,v_marcus_silveira,Marcus Silveira,22,Carlson Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Marcus Silveira > Dustin Denes
bjj-1680-v_marcus_silveira,1680,Dustin Denes,v_marcus_silveira,Marcus Silveira,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Marcus Silveira > Dustin Denes
bjj-v_renam_pitangui-67,v_renam_pitangui,Renam Pitangui,67,Rickson Gracie,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Renam Pitangui > Totila ‘Pitoco’ Jordan > Rogério Poggio > Edson Diniz
bjj-totila-jordan-v_renam_pitangui,totila-jordan,Totila ‘Pitoco’ Jordan,v_renam_pitangui,Renam Pitangui,black_belt_awarded_by,Faixa-preta concedida por,confirmed,high,Lineage declarada no perfil: Mitsuyo Maeda > Carlos Gracie > Helio Gracie > Rickson Gracie > Renam Pitangui > Totila ‘Pitoco’ Jordan > Rogério Poggio > Edson Diniz
